"시도명",시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자
"경기도",구리시,동구릉로,,경기도 구리시 인창동 552-1,31120-CW-00245,1,N,N,37.60454699,127.1333137,1,3.3,6,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 552-1,31120-CW-00246,4,N,N,37.60454699,127.1333137,5,6,14.8,Y,N,Y,24,126,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,인창1로,,경기도 구리시 인창동 552-5,31120-CW-00247,4,N,N,37.60460281,127.1332868,1,4.4,5.5,Y,N,Y,50,100,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,인창1로,,경기도 구리시 인창동 546-4,31120-CW-00248,4,N,N,37.6048961,127.1328497,4,5.6,19,Y,N,Y,50,100,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,경기도 구리시 동구릉로 50,경기도 구리시 인창동 576-22,31120-CW-00249,1,N,N,37.6044633,127.1339099,1,3.1,8.7,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 309,31120-CW-00250,1,N,N,37.60574469,127.1344072,2,4,9.8,Y,N,Y,23,127,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로53번길,,경기도 구리시 인창동 575-21,31120-CW-00251,1,N,N,37.6053398,127.1333447,3,5.3,8.8,Y,N,Y,23,127,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 309,31120-CW-00252,1,N,N,37.60574469,127.1344072,4,6.2,14.7,Y,N,Y,27,123,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로53번길,,경기도 구리시 인창동 527-82,31120-CW-00253,1,N,N,37.60631776,127.1334387,2,4.4,6,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로53번길,,경기도 구리시 인창동 575-21,31120-CW-00254,1,N,N,37.6053398,127.1333447,2,4,7.6,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로53번길,,경기도 구리시 인창동 541-52,31120-CW-00255,1,N,N,37.6066653,127.1327743,1,4,6,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로53번길,,경기도 구리시 인창동 528-4,31120-CW-00256,1,N,N,37.60819328,127.1320305,3,5,10,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로53번길,,경기도 구리시 인창동 498,31120-CW-00257,1,N,N,37.60949109,127.1363005,3,5.1,7.2,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로53번길,,경기도 구리시 인창동 649-20,31120-CW-00258,1,N,N,37.60954134,127.1296814,3,4.1,7.9,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로85번길,,경기도 구리시 인창동 452,31120-CW-00259,1,N,N,37.61124776,127.1355151,3,5.8,8.9,Y,N,N,14,61,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로85번길,,경기도 구리시 인창동 452,31120-CW-00260,1,N,N,37.61124776,127.1355151,2,1.5,5.7,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로85번길,,경기도 구리시 인창동 452,31120-CW-00261,1,N,N,37.61124776,127.1355151,1,3.2,13,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로85번길,,경기도 구리시 인창동 452,31120-CW-00262,1,N,N,37.61124776,127.1355151,3,6.2,8,Y,N,N,13,62,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로85번길,,경기도 구리시 인창동 452,31120-CW-00263,1,N,N,37.61124776,127.1355151,2,2.5,8.7,Y,N,N,13,62,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로85번길,,경기도 구리시 인창동 452,31120-CW-00264,1,N,N,37.61124776,127.1355151,1,3.8,6.1,Y,N,N,13,62,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로85번길,,경기도 구리시 인창동 452,31120-CW-00265,1,N,N,37.61124776,127.1355151,2,4.1,5.9,N,N,N,0,0,N,N,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로85번길,,경기도 구리시 인창동 452,31120-CW-00266,1,N,N,37.61124776,127.1355151,2,6.6,5.9,N,N,N,0,0,N,N,N,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로85번길,,경기도 구리시 인창동 452,31120-CW-00267,1,N,N,37.61124776,127.1355151,1,6.6,9,Y,N,Y,25,50,N,N,N,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로85번길,,경기도 구리시 인창동 487-50,31120-CW-00268,1,N,N,37.6094648,127.1327074,3,6.2,7.6,Y,N,N,14,61,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로85번길,,경기도 구리시 인창동 487-50,31120-CW-00269,1,N,N,37.6094648,127.1327074,3,3,8.6,Y,N,N,14,61,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로85번길,,경기도 구리시 인창동 493-29,31120-CW-00270,1,N,N,37.60886383,127.1331391,3,2.9,8.5,Y,N,N,19,56,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로85번길,,경기도 구리시 인창동 493-29,31120-CW-00271,1,N,N,37.60886383,127.1331391,3,6.3,9.2,Y,N,N,19,56,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로85번길,,경기도 구리시 인창동 525-2,31120-CW-00272,1,N,N,37.60775423,127.1338599,4,4.4,13,Y,N,N,19,56,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로85번길,,경기도 구리시 인창동 498,31120-CW-00273,1,N,N,37.60949109,127.1363005,3,4.3,8.2,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로85번길,,경기도 구리시 인창동 525-2,31120-CW-00274,4,N,N,37.6077756,127.1338599,4,3.1,15.9,Y,N,Y,23,127,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 498,31120-CW-00275,1,N,N,37.60949109,127.1363005,5,4.9,17.3,Y,N,Y,26,124,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로85번길,,경기도 구리시 인창동 525-2,31120-CW-00276,4,N,N,37.60775423,127.1338599,1,3.9,5.5,N,N,N,0,0,Y,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 498,31120-CW-00277,1,N,N,37.60949109,127.1363005,5,6,17.8,Y,N,Y,24,126,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로103번길,,경기도 구리시 인창동 497-8,31120-CW-00278,1,N,N,37.60931881,127.1351747,1,2,6.7,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 498,31120-CW-00279,1,N,N,37.60949109,127.1363005,1,2,5.7,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 498,31120-CW-00280,1,N,N,37.60949109,127.1363005,4,6,13.2,Y,N,Y,21,69,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 498,31120-CW-00281,1,N,N,37.60949109,127.1363005,4,6.3,15.4,Y,N,Y,21,70,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 406-1,31120-CW-00282,4,N,N,37.60923858,127.1363606,1,3,5,N,N,N,0,0,Y,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 498,31120-CW-00283,4,N,N,37.60949109,127.1363005,1,2.3,7.7,N,N,N,0,0,Y,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 406-1,31120-CW-00284,1,N,N,37.60923858,127.136379,1,3,9,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 406,31120-CW-00285,1,N,N,37.6094889,127.1368603,1,2,9,N,N,N,0,0,N,N,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,건원대로99번길,,경기도 구리시 인창동 679-7,31120-CW-00286,1,N,N,37.60696676,127.1392173,1,3.9,9.1,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로103번길,,경기도 구리시 인창동 452,31120-CW-00287,1,N,N,37.61124776,127.1355151,2,4.3,7.7,N,N,Y,0,0,N,Y,N,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로103번길,,경기도 구리시 인창동 452,31120-CW-00288,1,N,Y,37.61124776,127.1355151,1,4.2,7.3,N,N,Y,0,0,N,N,N,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로103번길,,경기도 구리시 인창동 452,31120-CW-00289,1,N,Y,37.61124776,127.1355151,1,4.5,5.2,N,N,N,0,0,N,N,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 452,31120-CW-00290,1,N,N,37.61124776,127.1355151,2,3.1,5,N,N,N,0,0,N,Y,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로103번길,,경기도 구리시 인창동 452,31120-CW-00291,1,N,N,37.61124776,127.1355151,1,3,4,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로103번길,,경기도 구리시 인창동 452,31120-CW-00292,2,N,N,37.61124776,127.1355151,2,3.1,15.6,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로129번길,,경기도 구리시 인창동 452,31120-CW-00293,4,N,N,37.61124776,127.1355151,2,3,7.4,N,N,N,0,0,Y,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 452,31120-CW-00294,4,N,N,37.61124776,127.1355151,1,3.1,5,N,N,N,0,0,Y,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로148번길,,경기도 구리시 인창동 692,31120-CW-00295,1,N,N,37.6120779,127.1389501,3,4.1,8.7,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로148번길,경기도 구리시 동구릉로148번길 15,경기도 구리시 인창동 691,31120-CW-00296,1,N,Y,37.61241362,127.1393647,1,3.3,15.2,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로148번길,,경기도 구리시 인창동 692,31120-CW-00297,1,N,N,37.6120382,127.1389501,2,3.9,10.2,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로148번길,,경기도 구리시 인창동 692,31120-CW-00298,1,N,N,37.61207885,127.1389501,2,3.5,6.7,N,N,N,0,0,N,N,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로148번길,,경기도 구리시 인창동 692,31120-CW-00299,1,N,N,37.61207885,127.1389501,1,4.1,9.6,N,N,N,0,0,N,N,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로148번길,,경기도 구리시 인창동 698,31120-CW-00300,1,N,N,37.61154238,127.1391401,2,3.9,14.2,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로148번길,,경기도 구리시 인창동 700,31120-CW-00301,1,N,N,37.61171571,127.1396338,1,4.4,8.3,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로148번길,,경기도 구리시 인창동 698,31120-CW-00302,1,N,N,37.61154238,127.1391401,1,4.1,11.3,N,N,N,0,0,N,Y,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로136번길,,경기도 구리시 인창동 414-1,31120-CW-00303,1,N,N,37.6110219,127.1406553,5,4.1,13.3,Y,N,Y,20,100,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로136번길,,경기도 구리시 인창동 702,31120-CW-00304,1,N,N,37.61171512,127.1401204,2,4.1,6.3,N,N,N,0,0,N,Y,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로136번길,,경기도 구리시 인창동 430,31120-CW-00305,1,N,N,37.61313887,127.1409183,4,3,13.5,Y,N,N,20,100,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로136번길,,경기도 구리시 인창동 430,31120-CW-00306,1,N,N,37.61313887,127.1409183,1,2.9,15.5,N,N,N,0,0,N,Y,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로136번길,,경기도 구리시 인창동 127,31120-CW-00307,1,N,N,37.6159287,127.144483,7,4.3,30.1,N,N,N,0,0,N,Y,N,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로136번길,경기도 구리시 동구릉로136번길 90,경기도 구리시 인창동 127,31120-CW-00308,1,N,N,37.6159287,127.144483,5,6.1,19.8,N,N,N,0,0,N,Y,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로136번길,,경기도 구리시 인창동 127,31120-CW-00309,1,N,N,37.6159287,127.144483,6,5.5,18.8,N,N,N,0,0,N,Y,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로136번길,경기도 구리시 동구릉로136번길 90,경기도 구리시 인창동 127,31120-CW-00310,1,N,N,37.6159287,127.144483,2,4,12.8,N,N,N,0,0,N,N,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로136번길,,경기도 구리시 인창동 127,31120-CW-00311,1,N,N,37.6159287,127.144483,1,3,20.8,N,N,N,0,0,N,Y,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로136번길,경기도 구리시 동구릉로136번길 90,경기도 구리시 인창동 127,31120-CW-00312,1,N,N,37.6159287,127.144483,1,2,5.6,N,N,N,0,0,N,N,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로136번길,,경기도 구리시 인창동 127,31120-CW-00313,1,N,N,37.6159287,127.144483,1,2.6,17.5,N,N,N,0,0,N,Y,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로136번길,경기도 구리시 동구릉로136번길 90,경기도 구리시 인창동 127,31120-CW-00314,1,N,N,37.6159287,127.144483,2,5.1,15.1,N,N,N,0,0,N,N,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로136번길,경기도 구리시 동구릉로136번길 90,경기도 구리시 인창동 127,31120-CW-00315,1,N,N,37.6159287,127.144483,4,4.1,22.1,N,N,N,0,0,N,Y,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로136번길,경기도 구리시 동구릉로136번길 90,경기도 구리시 인창동 127,31120-CW-00316,1,N,N,37.6159287,127.144483,3,5.3,12.2,N,N,N,0,0,N,Y,N,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,왕숙천로,,경기도 구리시 인창동 248-7,31120-CW-00317,1,N,N,37.60565028,127.1477659,3,5,14,N,N,N,0,0,N,Y,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 수택동 371-2,31120-CW-00318,1,N,N,37.60375929,127.1479359,2,6.5,11.4,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,왕숙천로,,경기도 구리시 수택동 545,31120-CW-00319,4,N,N,37.6016455,127.1489013,1,4.3,5.1,N,N,N,0,0,Y,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,왕숙천로,,경기도 구리시 수택동 528,31120-CW-00320,4,N,N,37.599689,127.1468742,1,3.3,5,N,N,N,0,0,Y,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,왕숙천로,,경기도 구리시 수택동 356-23,31120-CW-00321,1,N,N,37.59848537,127.1510463,3,4.1,11,Y,N,N,14,136,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,수택천로,,경기도 구리시 수택동 산 1-10,31120-CW-00322,1,N,N,37.59878984,127.1508652,3,4.5,26,Y,N,N,26,124,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,왕숙천로,,경기도 구리시 수택동 353,31120-CW-00323,1,N,N,37.59785396,127.1516272,2,6.2,10.9,Y,N,N,16,134,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,벌말로,,경기도 구리시 수택동 322-32,31120-CW-00324,1,N,N,37.5966833,127.1516877,1,2.6,6.7,N,N,N,0,0,N,Y,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,벌말로,,경기도 구리시 수택동 879-2,31120-CW-00325,1,N,Y,37.59561216,127.1513879,1,3.5,5.3,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,벌말로,,경기도 구리시 수택동 879-2,31120-CW-00326,1,N,N,37.59561216,127.151315,1,2.3,5.7,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,수택천로35번길,,경기도 구리시 수택동 545-9,31120-CW-00327,1,N,N,37.59994311,127.1483346,3,3,26.5,Y,N,Y,20,60,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,수택천로35번길,,경기도 구리시 수택동 545-9,31120-CW-00328,1,N,N,37.59994311,127.1483346,2,4.6,11,Y,N,Y,20,60,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,수택천로,,경기도 구리시 수택동 514,31120-CW-00329,1,N,Y,37.59865956,127.145338,2,4,8,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,수택천로35번길,,경기도 구리시 수택동 549-3,31120-CW-00330,1,N,Y,37.59901879,127.149852,2,6.4,7.1,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,수택천로,,경기도 구리시 수택동 514,31120-CW-00331,1,N,N,37.59865956,127.145338,2,4.8,9.8,Y,N,Y,17,131,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,수택천로15번길,,경기도 구리시 수택동 523,31120-CW-00332,1,N,N,37.59950727,127.1427569,1,1.6,11,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,수택천로33번길,,경기도 구리시 수택동 519,31120-CW-00333,1,N,N,37.60030907,127.1453823,1,1.5,12.3,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로248번길,,경기도 구리시 수택동 530,31120-CW-00334,1,N,N,37.60062931,127.1454148,1,3,7,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로276번길,,경기도 구리시 수택동 543,31120-CW-00335,1,N,N,37.6003981,127.1467665,1,2.1,14,N,N,N,0,0,N,Y,N,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로276번길,,경기도 구리시 수택동 360,31120-CW-00336,1,N,N,37.60191483,127.1436575,2,3,10.4,Y,N,Y,20,157,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로244번길,,경기도 구리시 수택동 360,31120-CW-00337,1,N,Y,37.60191483,127.1436575,1,2.9,8.6,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로248번길,,경기도 구리시 수택동 360,31120-CW-00338,1,N,N,37.60191483,127.1436575,1,3,16.3,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 교문동 250-7,31120-CW-00339,1,N,N,37.60109846,127.1317501,1,3.9,9.1,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 교문동 249-1,31120-CW-00340,1,N,N,37.60127502,127.1325073,1,2.7,8.8,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 교문동 214,31120-CW-00341,3,N,N,37.6005965,127.1344965,2,8,7.5,Y,N,Y,32,39,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 교문동 200-1,31120-CW-00342,3,N,N,37.60073499,127.1328428,2,8,8,Y,N,Y,32,39,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 교문동 200-1,31120-CW-00343,3,N,N,37.6007925,127.1328428,2,8,8.7,Y,N,Y,32,39,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 교문동 214,31120-CW-00344,1,N,N,37.60056011,127.1344965,1,3.1,15.6,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로175번길,,경기도 구리시 교문동 245-11,31120-CW-00345,1,N,N,37.60121884,127.1334315,1,3.1,10.7,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 교문동 230-4,31120-CW-00346,1,N,N,37.6006041,127.1353561,8,7.9,27.9,Y,N,Y,25,153,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 인창동 609-2,31120-CW-00347,1,N,N,37.60063037,127.1361885,7,6.1,25.4,Y,N,Y,30,147,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,체육관로,,경기도 구리시 수택동 360,31120-CW-00348,1,N,N,37.60191483,127.1436575,3,6,13.8,Y,N,Y,25,153,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,응달말로,,경기도 구리시 인창동 608-4,31120-CW-00349,1,N,N,37.60089774,127.1358493,4,6,15.4,Y,N,Y,25,154,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 수택동 360,31120-CW-00350,1,N,N,37.60191483,127.1436575,1,4.8,8.3,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 수택동 360,31120-CW-00351,1,N,N,37.60191483,127.1436575,1,5.1,8.6,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 인창동 282,31120-CW-00352,1,N,N,37.60056418,127.1375701,1,3.3,5.7,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 수택동 360,31120-CW-00353,3,N,N,37.60191483,127.1436575,2,8.1,6.7,Y,N,Y,34,35,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 인창동 282,31120-CW-00354,3,N,N,37.60056418,127.1375701,2,8.3,8,Y,N,Y,34,35,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 인창동 산 32-4,31120-CW-00355,3,N,N,37.6005725,127.1390082,2,8.1,7,Y,N,Y,34,35,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 인창동 산 32-4,31120-CW-00356,1,N,N,37.60054806,127.1390082,1,3.5,5.6,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 인창동 281,31120-CW-00357,1,N,N,37.6006165,127.1399337,1,2.5,14.6,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 인창동 281-1,31120-CW-00358,1,N,N,37.60072486,127.1403673,8,8.3,27.2,Y,N,Y,33,147,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 인창동 296-3,31120-CW-00359,1,N,N,37.6018798,127.1384376,1,4.3,12.5,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 수택동 360,31120-CW-00360,1,N,N,37.60191483,127.1436575,9,8.7,32.3,Y,N,Y,34,146,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 수택동 446-1,31120-CW-00361,4,N,N,37.60121266,127.1416725,8,6.6,27.5,Y,N,Y,29,151,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 인창동 690-1,31120-CW-00362,4,N,N,37.6012866,127.141375,1,6.2,6.7,N,N,N,0,0,Y,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,건원대로,,경기도 구리시 인창동 690-1,31120-CW-00363,4,N,N,37.6012271,127.1413215,6,7.1,21.3,Y,N,Y,29,151,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,건원대로34번길,,경기도 구리시 인창동 681-3,31120-CW-00364,1,N,N,37.60252202,127.1431383,3,6.9,10.1,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,건원대로34번길,,경기도 구리시 인창동 681-3,31120-CW-00365,1,N,N,37.6025132,127.143185,3,4.1,10.5,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
